,Amount,Boxes Shipped,Discount,Cost,Profit,Cluster
1830,2084.66,47,15,1756.01,328.65,3
1831,9570.02,160,0,5195.61,4374.41,1
1832,2768.84,174,0,1799.06,969.78,9
1833,6111.69,151,25,4547.53,1564.16,6
1834,5203.61,154,25,3119.12,2084.49,6
1835,9100.9,12,0,6859.49,2241.41,4
1836,4727.29,31,20,3849.15,878.14,3
1837,7345.92,43,0,6209.72,1136.2,4
1838,364.09,190,0,258.74,105.35,9
1839,7753.12,81,0,5317.95,2435.17,4
1840,4308.2,144,0,2841.37,1466.83,2
1841,5506.9,76,0,3340.76,2166.14,0
1842,8299.38,109,0,4678.31,3621.07,1
1843,4121.85,91,25,2284.81,1837.04,6
1844,1684.86,91,0,1274.09,410.77,5
1845,3586.08,63,0,2823.12,762.96,0
1846,386.54,97,0,288.25,98.29,5
1847,3902.71,178,0,2211.93,1690.78,2
1848,7296.27,76,0,4320.9,2975.37,4
1849,2423.81,148,0,1903.16,520.65,9
1850,2270.72,43,20,1244.81,1025.91,3
1851,5376.19,13,0,3373.25,2002.94,0
1852,346.63,119,25,284.59,62.04,3
1853,1934.95,178,0,1400.04,534.91,9
1854,2306.47,166,10,1191.82,1114.65,9
1855,8663.73,57,0,5735.22,2928.51,4
1856,8595.36,152,0,6232.96,2362.4,7
1857,2327.08,31,0,1608.3,718.78,5
1858,7015.36,43,5,5864.92,1150.44,0
1859,5318.89,150,0,3922.56,1396.33,2
1860,3547.72,34,0,2261.0,1286.72,0
1861,8772.14,156,5,6458.69,2313.45,7
1862,6676.05,113,25,3379.92,3296.13,6
1863,7563.7,192,5,6338.66,1225.04,7
1864,8560.05,51,10,5827.92,2732.13,4
1865,1420.13,28,0,1010.65,409.48,5
1866,1176.77,200,15,611.48,565.29,9
1867,4382.38,186,0,3364.47,1017.91,2
1868,7350.04,101,0,6153.13,1196.91,7
1869,8737.98,179,0,5219.28,3518.7,1
1870,8343.74,69,5,6248.74,2095.0,4
1871,3313.91,9,25,2621.21,692.7,3
1872,360.26,41,0,304.94,55.32,5
1873,8079.28,175,0,6086.26,1993.02,7
1874,2148.06,158,25,1580.33,567.73,3
1875,8071.26,200,25,4704.22,3367.04,6
1876,151.95,129,5,86.1,65.85,9
1877,3083.12,119,25,2577.76,505.36,3
1878,1896.4,125,15,1486.62,409.78,3
1879,4569.94,175,20,3214.01,1355.93,6
1880,9490.88,118,0,6251.33,3239.55,1
1881,8042.58,147,25,5327.85,2714.73,6
1882,3049.8,73,0,1912.12,1137.68,5
1883,3685.56,176,0,2312.46,1373.1,2
1884,9296.79,93,0,5488.35,3808.44,1
1885,9244.29,70,0,5115.74,4128.55,4
1886,1969.85,73,0,1002.87,966.98,5
1887,1504.94,165,15,1025.67,479.27,3
1888,5310.17,159,20,3398.91,1911.26,6
1889,1961.73,10,10,1082.26,879.47,5
1890,5109.28,103,0,4135.82,973.46,2
1891,8465.16,152,20,6869.56,1595.6,6
1892,3920.71,51,0,2312.1,1608.61,0
1893,1894.21,79,0,1335.24,558.97,5
1894,129.94,42,10,76.96,52.98,5
1895,8817.36,122,25,7316.11,1501.25,8
1896,9757.4,151,5,4907.36,4850.04,1
1897,1215.02,44,5,1019.17,195.85,5
1898,3080.89,181,0,1547.44,1533.45,2
1899,4040.36,55,0,3147.06,893.3,0
1900,9756.6,85,0,4934.58,4822.02,1
1901,7888.47,154,0,6600.95,1287.52,7
1902,6015.37,153,0,3868.5,2146.87,2
1903,2017.62,68,15,1186.96,830.66,3
1904,2072.71,111,10,1635.95,436.76,9
1905,5706.06,17,25,3384.22,2321.84,8
1906,9562.97,165,15,7524.2,2038.77,7
1907,9821.76,161,0,8174.49,1647.27,7
1908,1882.85,196,0,1229.47,653.38,9
1909,206.59,50,25,168.98,37.61,3
1910,402.15,56,10,231.96,170.19,5
1911,133.53,178,0,68.21,65.32,9
1912,8590.2,78,0,4797.73,3792.47,1
1913,2832.11,21,20,2172.08,660.03,3
1914,721.81,44,0,551.23,170.58,5
1915,148.26,104,0,113.28,34.98,9
1916,4970.35,135,20,2668.77,2301.58,6
1917,5807.41,54,25,4441.07,1366.34,8
1918,5361.26,138,0,3850.19,1511.07,2
1919,5293.02,65,25,3777.98,1515.04,6
1920,7064.76,94,10,4136.02,2928.74,8
1921,3409.01,198,0,1820.32,1588.69,2
1922,1009.35,42,0,634.78,374.57,5
1923,5805.69,146,0,3808.44,1997.25,2
1924,1156.17,9,20,899.34,256.83,3
1925,4863.43,87,25,2705.46,2157.97,6
1926,7479.67,115,0,5045.7,2433.97,7
1927,7394.95,169,5,4928.25,2466.7,7
1928,4187.3,155,0,2126.43,2060.87,2
1929,1693.32,73,15,1385.47,307.85,3
1930,1435.69,113,15,1021.52,414.17,3
1931,1117.67,168,25,810.04,307.63,3
1932,838.42,80,20,617.59,220.83,3
1933,7774.92,125,5,5984.68,1790.24,7
1934,2249.74,115,0,1375.23,874.51,9
1935,8050.85,4,0,6165.42,1885.43,4
1936,9587.92,128,0,6565.13,3022.79,1
1937,1378.25,18,0,878.41,499.84,5
1938,1780.55,150,20,1004.96,775.59,3
1939,3471.51,192,20,1938.39,1533.12,6
1940,671.58,35,0,509.28,162.3,5
1941,7821.38,81,15,5560.97,2260.41,8
1942,2089.31,86,0,1357.62,731.69,5
1943,1170.4,51,5,706.51,463.89,5
1944,7058.9,48,15,4346.26,2712.64,8
1945,3372.94,114,0,2749.58,623.36,2
1946,5583.64,83,0,2814.76,2768.88,0
1947,2968.06,121,5,1811.27,1156.79,9
1948,6597.46,53,10,4674.15,1923.31,0
1949,2813.14,61,25,1810.46,1002.68,3
1950,8468.07,65,0,5338.19,3129.88,4
1951,2838.17,75,0,1575.4,1262.77,5
1952,9378.01,162,0,7036.42,2341.59,7
1953,1747.18,180,0,1149.33,597.85,9
1954,8633.37,61,25,7248.39,1384.98,8
1955,6487.92,24,10,4972.72,1515.2,0
1956,2859.87,161,25,1709.97,1149.9,3
1957,6993.05,119,0,5794.66,1198.39,7
1958,388.69,84,0,300.98,87.71,5
1959,9722.79,173,0,5417.02,4305.77,1
1960,313.58,61,20,176.22,137.36,3
1961,8667.53,26,0,6746.83,1920.7,4
1962,8613.75,33,0,4752.12,3861.63,4
1963,6506.37,138,20,3819.82,2686.55,6
1964,4707.64,72,25,2617.91,2089.73,6
1965,1309.48,128,0,908.67,400.81,9
1966,8965.81,195,25,6435.25,2530.56,6
1967,6703.33,128,0,3414.42,3288.91,1
1968,8442.84,155,20,4769.49,3673.35,8
1969,6162.76,184,5,5034.0,1128.76,2
1970,9829.72,193,0,7814.92,2014.8,7
1971,7393.31,65,0,4193.87,3199.44,4
1972,5920.98,102,0,3053.93,2867.05,0
1973,3410.55,130,0,2257.54,1153.01,2
1974,9083.36,197,0,7413.31,1670.05,7
1975,9837.39,179,0,8191.45,1645.94,7
1976,9661.02,7,0,5739.4,3921.62,4
1977,5558.38,30,10,3140.35,2418.03,0
1978,3955.92,50,0,2015.64,1940.28,0
1979,2819.31,57,20,1522.01,1297.3,3
1980,7161.98,166,0,5748.28,1413.7,7
1981,5608.52,14,0,4112.81,1495.71,0
1982,7697.87,143,0,6241.95,1455.92,7
1983,8264.98,18,25,5287.35,2977.63,8
1984,2126.75,56,0,1406.66,720.09,5
1985,1957.37,91,0,1336.89,620.48,5
1986,387.07,10,0,205.14,181.93,5
1987,183.91,46,20,101.93,81.98,3
1988,9251.5,124,0,6955.05,2296.45,7
1989,8913.29,134,5,7560.93,1352.36,7
1990,1710.29,134,15,1162.67,547.62,3
1991,255.19,183,0,138.64,116.55,9
1992,9235.84,7,5,5210.46,4025.38,4
1993,5279.23,94,0,2753.07,2526.16,0
1994,9662.82,98,0,5720.58,3942.24,1
1995,377.8,99,0,294.48,83.32,9
1996,9483.77,181,15,5832.94,3650.83,1
1997,8698.12,184,5,4938.55,3759.57,1
1998,8971.67,33,0,5814.15,3157.52,4
1999,1259.87,115,0,888.3,371.57,9
2000,3422.22,114,5,2712.85,709.37,2
2001,6950.43,54,15,4524.79,2425.64,8
2002,8599.69,109,20,5786.71,2812.98,8
2003,8249.04,29,5,6344.73,1904.31,4
2004,5204.82,44,0,3360.9,1843.92,0
2005,3367.33,81,20,2024.04,1343.29,3
2006,4869.11,34,0,2761.63,2107.48,0
2007,7360.56,64,10,6189.27,1171.29,7
2008,2383.77,123,0,1772.41,611.36,9
2009,104.38,79,0,76.42,27.96,5
2010,4700.74,68,10,3350.32,1350.42,0
2011,9758.64,75,0,6833.48,2925.16,4
2012,930.06,59,0,750.84,179.22,5
2013,394.61,50,0,242.0,152.61,5
2014,6063.4,157,25,3083.96,2979.44,6
2015,9284.45,53,0,5471.14,3813.31,4
2016,2353.26,150,0,1639.86,713.4,9
2017,1466.45,117,0,1107.76,358.69,9
2018,6124.41,189,0,4998.41,1126.0,2
2019,1564.58,146,10,868.48,696.1,9
2020,726.15,105,25,604.31,121.84,3
2021,3828.14,157,15,2920.79,907.35,6
2022,2668.47,78,0,2214.64,453.83,5
2023,5604.87,1,5,3940.41,1664.46,0
2024,5081.01,26,0,4138.47,942.54,0
2025,7958.51,77,0,6401.3,1557.21,7
2026,1293.77,193,25,1057.26,236.51,3
2027,2847.97,42,0,1996.19,851.78,5
2028,9427.18,18,0,7409.42,2017.76,4
2029,3825.62,21,5,2698.63,1126.99,0
2030,9708.9,82,0,5895.82,3813.08,1
2031,8181.08,94,0,5569.04,2612.04,4
2032,9541.13,9,20,6759.16,2781.97,8
2033,8837.76,159,0,5506.16,3331.6,1
2034,1291.41,166,0,1032.74,258.67,9
2035,5189.05,104,25,3142.63,2046.42,6
2036,8703.7,197,0,4527.52,4176.18,1
2037,1165.47,85,25,751.43,414.04,3
2038,6246.98,35,0,4024.09,2222.89,0
2039,2125.58,195,20,1327.33,798.25,3
2040,6840.25,151,0,4156.82,2683.43,1
2041,5311.49,31,20,3883.47,1428.02,8
2042,7341.83,170,25,4928.18,2413.65,6
2043,6245.49,123,0,3561.87,2683.62,1
2044,3440.38,72,0,2513.53,926.85,0
2045,8452.35,164,0,7003.46,1448.89,7
2046,2807.65,168,0,1966.15,841.5,9
2047,1923.49,198,0,1276.61,646.88,9
2048,8974.91,67,5,5543.36,3431.55,4
2049,1056.81,72,0,774.56,282.25,5
2050,4831.51,150,0,4019.96,811.55,2
2051,5051.49,123,0,3129.15,1922.34,2
2052,7178.23,74,0,4297.9,2880.33,4
2053,7501.64,48,0,5245.81,2255.83,4
2054,5130.51,1,0,3675.45,1455.06,0
2055,5692.41,118,0,3703.3,1989.11,2
2056,2858.25,98,15,1475.62,1382.63,3
2057,7115.85,144,0,5595.49,1520.36,7
2058,445.33,37,15,282.47,162.86,3
2059,4390.62,66,0,3529.04,861.58,0
2060,4899.19,165,0,3103.95,1795.24,2
2061,3224.74,91,0,2275.51,949.23,5
2062,3773.22,128,0,2611.35,1161.87,2
2063,8428.63,192,10,5854.81,2573.82,7
2064,7775.26,9,0,5141.38,2633.88,4
2065,6549.56,35,0,5552.75,996.81,0
2066,3687.79,67,20,2206.85,1480.94,3
2067,6934.85,127,25,4696.86,2237.99,6
2068,6602.64,100,10,5375.07,1227.57,7
2069,1746.04,97,25,1062.03,684.01,3
2070,2531.19,37,0,1538.42,992.77,5
2071,7784.93,8,20,6433.2,1351.73,8
2072,5294.73,21,0,4207.14,1087.59,0
2073,9076.49,33,20,5091.59,3984.9,8
2074,1730.3,74,0,981.75,748.55,5
2075,6304.34,54,0,3240.53,3063.81,4
2076,6410.01,68,0,3785.32,2624.69,4
2077,1717.4,42,25,1307.47,409.93,3
2078,7024.14,176,0,5275.56,1748.58,7
2079,937.75,32,0,560.7,377.05,5
2080,412.75,51,15,212.11,200.64,3
2081,3018.32,46,0,1962.14,1056.18,5
2082,3140.86,44,0,2453.38,687.48,5
2083,5061.51,17,0,2813.72,2247.79,0
2084,9376.26,199,5,7013.95,2362.31,7
2085,6911.36,49,5,5564.25,1347.11,0
2086,4624.65,156,0,2763.51,1861.14,2
2087,5643.19,170,10,4330.67,1312.52,2
2088,2859.89,63,0,2149.89,710.0,5
2089,813.57,177,20,516.77,296.8,3
2090,5320.21,34,10,3646.5,1673.71,0
2091,8268.51,113,25,4877.07,3391.44,8
2092,7640.21,164,0,5852.88,1787.33,7
2093,3177.05,137,0,2488.07,688.98,9
2094,4223.94,190,0,3457.88,766.06,2
2095,2372.7,174,0,1983.39,389.31,9
2096,8169.0,90,0,4657.06,3511.94,1
2097,6610.6,61,0,4611.03,1999.57,0
2098,5041.85,112,20,2745.55,2296.3,6
2099,9907.07,37,25,5455.12,4451.95,8
2100,5289.48,172,0,4038.41,1251.07,2
2101,6048.88,91,0,3205.57,2843.31,0
2102,5977.42,1,0,3206.72,2770.7,0
2103,8209.54,70,0,4876.32,3333.22,4
2104,7699.22,178,0,4162.0,3537.22,1
2105,5956.34,81,15,4937.44,1018.9,6
2106,1951.63,42,0,985.83,965.8,5
2107,3575.45,179,0,2037.98,1537.47,2
2108,8283.68,11,10,4689.26,3594.42,4
2109,7984.0,169,0,4140.79,3843.21,1
2110,9639.23,12,0,5428.43,4210.8,4
2111,4981.38,68,0,3019.13,1962.25,0
2112,7670.22,37,0,3860.94,3809.28,4
2113,3273.35,49,20,1811.78,1461.57,3
2114,839.32,135,0,635.45,203.87,9
2115,3475.12,59,20,2193.15,1281.97,3
2116,8372.45,92,0,5560.68,2811.77,4
2117,489.07,126,25,366.43,122.64,3
2118,1760.47,141,20,1284.97,475.5,3
2119,7883.57,34,0,4668.76,3214.81,4
2120,2211.39,146,0,1615.1,596.29,9
2121,1214.12,92,0,888.8,325.32,5
2122,9682.09,62,5,6551.71,3130.38,4
2123,5595.05,108,0,3331.69,2263.36,2
2124,6775.12,6,10,4017.66,2757.46,4
2125,7532.33,124,0,3928.29,3604.04,1
2126,2789.96,186,0,1623.9,1166.06,9
2127,1132.75,37,0,890.22,242.53,5
2128,6533.31,34,0,5472.79,1060.52,0
2129,9026.84,122,15,4787.53,4239.31,1
2130,2220.17,15,5,1197.74,1022.43,5
2131,6544.68,166,20,3333.74,3210.94,6
2132,2548.43,4,10,1848.64,699.79,5
2133,4292.1,141,0,2307.44,1984.66,2
2134,7180.53,186,0,5621.84,1558.69,7
2135,7556.63,61,0,4528.3,3028.33,4
2136,1507.32,177,0,1100.91,406.41,9
2137,2555.16,15,0,1728.46,826.7,5
2138,652.06,10,0,450.18,201.88,5
2139,5348.11,75,0,4254.55,1093.56,0
2140,8010.62,176,0,6768.68,1241.94,7
2141,2740.25,1,0,1815.48,924.77,5
2142,537.15,124,0,337.25,199.9,9
2143,118.58,5,0,91.85,26.73,5
2144,8234.44,147,0,4225.55,4008.89,1
2145,8418.69,148,0,5224.87,3193.82,1
2146,2706.65,148,5,1693.14,1013.51,9
2147,2868.5,196,0,1922.74,945.76,9
2148,4673.55,75,0,3473.61,1199.94,0
2149,6682.68,65,0,4565.0,2117.68,4
2150,6544.31,50,0,4098.2,2446.11,4
2151,4794.9,27,20,3614.95,1179.95,3
2152,6918.82,183,0,5875.78,1043.04,7
2153,5614.17,4,0,4259.71,1354.46,0
2154,6334.98,144,20,3486.57,2848.41,6
2155,3250.85,166,5,2029.24,1221.61,2
2156,363.35,189,10,306.69,56.66,9
2157,4491.12,94,0,3788.32,702.8,0
2158,1796.63,179,0,1195.65,600.98,9
2159,3986.52,166,25,3211.18,775.34,6
2160,8071.71,188,0,5781.78,2289.93,7
2161,5811.11,27,0,4367.59,1443.52,0
2162,7928.29,33,25,4653.64,3274.65,8
2163,6954.52,173,15,4843.47,2111.05,6
2164,5586.5,169,0,3591.35,1995.15,2
2165,2493.84,61,0,1649.64,844.2,5
2166,9329.71,118,0,6384.14,2945.57,1
2167,7910.72,134,0,5541.62,2369.1,7
2168,8624.71,45,0,5884.75,2739.96,4
2169,8828.29,82,0,6359.11,2469.18,4
2170,8208.64,126,5,6893.43,1315.21,7
2171,9537.77,119,5,5706.96,3830.81,1
2172,2887.65,106,20,1866.94,1020.71,3
2173,7312.36,155,10,3741.45,3570.91,1
2174,4456.3,40,0,3365.66,1090.64,0
2175,1837.93,186,15,1188.21,649.72,9
2176,5162.88,34,5,3601.14,1561.74,0
2177,7043.41,15,0,3746.51,3296.9,4
2178,5419.82,66,0,3203.27,2216.55,0
2179,517.15,120,0,336.54,180.61,9
2180,5482.08,177,0,3758.62,1723.46,2
2181,8878.79,70,0,5911.67,2967.12,4
2182,6875.89,52,0,5348.96,1526.93,0
2183,8262.83,195,0,6855.47,1407.36,7
2184,123.34,44,0,71.01,52.33,5
2185,3483.51,146,0,2129.94,1353.57,2
2186,4123.61,194,0,2386.79,1736.82,2
2187,7947.5,30,15,4215.7,3731.8,8
2188,4730.5,63,20,3729.76,1000.74,6
2189,1995.84,11,10,1185.87,809.97,5
2190,2693.45,127,0,2065.95,627.5,9
2191,447.45,79,25,287.61,159.84,3
2192,9077.11,2,10,7378.4,1698.71,4
2193,4372.18,28,0,3197.37,1174.81,0
2194,4501.29,148,0,3403.65,1097.64,2
2195,3264.98,63,20,1883.13,1381.85,3
2196,6695.15,200,0,4323.17,2371.98,2
2197,7736.85,141,5,5693.3,2043.55,7
2198,4255.61,105,0,2165.6,2090.01,2
2199,5354.99,196,25,3095.0,2259.99,6
2200,5467.68,85,20,3217.13,2250.55,6
2201,5468.49,80,0,4464.04,1004.45,0
2202,8695.35,65,0,5159.72,3535.63,4
2203,7880.7,19,15,6491.27,1389.43,8
2204,7034.52,174,10,4052.06,2982.46,1
2205,4730.01,78,0,3094.95,1635.06,0
2206,3223.52,132,0,2037.35,1186.17,2
2207,9082.61,195,10,7351.85,1730.76,7
2208,3629.38,180,0,2564.06,1065.32,2
2209,3470.57,178,5,2684.31,786.26,2
2210,9614.51,111,0,4998.84,4615.67,1
2211,2711.46,101,25,2085.25,626.21,3
2212,2793.01,74,0,2035.84,757.17,5
2213,5705.47,146,10,4612.91,1092.56,2
2214,5423.81,21,0,3955.11,1468.7,0
2215,6281.0,130,0,3373.51,2907.49,1
2216,3194.74,42,0,2055.9,1138.84,5
2217,8940.23,88,25,6947.3,1992.93,8
2218,2734.51,74,20,1720.71,1013.8,3
2219,8332.25,127,0,4896.99,3435.26,1
2220,7676.25,160,25,4735.4,2940.85,6
2221,5132.26,128,15,3753.6,1378.66,6
2222,6457.85,121,0,5085.87,1371.98,7
2223,4474.19,50,25,2531.42,1942.77,6
2224,474.24,74,15,266.3,207.94,3
2225,5831.57,173,15,3438.78,2392.79,6
2226,1383.72,128,0,883.25,500.47,9
2227,7620.96,8,0,6138.93,1482.03,4
2228,8592.29,60,20,4815.54,3776.75,8
2229,3662.6,82,20,2666.53,996.07,3
2230,1054.21,145,0,809.16,245.05,9
2231,4708.96,144,0,3760.33,948.63,2
2232,425.89,105,0,359.01,66.88,9
2233,951.82,197,25,654.67,297.15,3
2234,1659.42,4,0,1020.22,639.2,5
2235,3868.22,171,0,3238.11,630.11,2
2236,4158.64,171,0,2457.78,1700.86,2
2237,7686.61,105,0,6378.01,1308.6,7
2238,1439.6,51,20,1009.13,430.47,3
2239,7036.0,80,0,3586.55,3449.45,4
2240,8561.51,52,0,4331.27,4230.24,4
2241,4254.52,132,0,3502.86,751.66,2
2242,6026.55,38,5,4703.77,1322.78,0
2243,1386.0,36,0,946.0,440.0,5
2244,6858.96,24,20,4822.6,2036.36,8
2245,5875.13,96,0,3513.38,2361.75,0
2246,6990.46,180,0,5670.64,1319.82,7
2247,8279.86,99,15,4316.44,3963.42,8
2248,7884.51,4,20,5319.85,2564.66,8
2249,2955.48,131,0,1671.71,1283.77,9
2250,6028.84,14,25,3981.89,2046.95,8
2251,9122.48,88,15,6950.75,2171.73,8
2252,3389.44,183,0,2523.02,866.42,2
2253,9748.67,107,0,5481.36,4267.31,1
2254,1539.15,55,15,1139.87,399.28,3
2255,9720.47,188,0,5755.35,3965.12,1
2256,484.7,198,0,339.19,145.51,9
2257,4682.27,116,0,3092.49,1589.78,2
2258,3621.45,174,0,2667.87,953.58,2
2259,4031.78,168,5,2694.1,1337.68,2
2260,9978.83,190,5,8420.84,1557.99,7
2261,3265.28,88,0,2231.4,1033.88,5
2262,6441.08,198,0,4234.48,2206.6,2
2263,233.83,34,0,146.64,87.19,5
2264,8003.02,17,0,6488.5,1514.52,4
2265,1039.81,27,0,679.79,360.02,5
2266,1992.78,38,0,1342.05,650.73,5
2267,7883.56,34,10,4823.33,3060.23,4
2268,6692.21,191,0,4373.68,2318.53,2
2269,4071.19,20,10,3063.8,1007.39,0
2270,8383.04,35,15,6009.27,2373.77,8
2271,8045.62,162,0,5184.04,2861.58,1
2272,7152.47,49,0,5508.24,1644.23,4
2273,6113.87,97,25,4732.32,1381.55,6
2274,7552.25,46,25,5081.8,2470.45,8
2275,761.77,135,25,390.81,370.96,3
2276,4084.19,141,0,2292.09,1792.1,2
2277,6362.96,25,0,3780.0,2582.96,4
2278,7417.44,136,0,4048.75,3368.69,1
2279,9619.02,19,0,7707.81,1911.21,4
2280,6590.88,191,0,4651.97,1938.91,2
2281,1628.13,63,0,1255.12,373.01,5
2282,2635.81,144,0,1538.51,1097.3,9
2283,7393.99,142,5,4336.85,3057.14,1
2284,5328.29,54,0,4114.1,1214.19,0
2285,1921.82,72,0,1031.58,890.24,5
2286,5574.43,178,0,3196.55,2377.88,2
2287,1134.35,32,0,759.24,375.11,5
2288,1579.48,18,5,1220.9,358.58,5
2289,7482.31,85,0,6010.2,1472.11,7
2290,9365.58,130,10,7086.4,2279.18,7
2291,7420.42,15,10,4589.44,2830.98,4
2292,5349.68,88,25,2782.89,2566.79,6
2293,4801.59,159,0,2549.62,2251.97,2
2294,3198.65,120,0,2206.07,992.58,9
2295,5227.6,97,25,3149.91,2077.69,6
2296,2333.78,85,0,1847.46,486.32,5
2297,2967.16,81,25,1621.16,1346.0,3
2298,3802.16,5,0,2847.35,954.81,0
2299,1277.17,69,0,971.06,306.11,5
2300,1329.32,194,0,739.8,589.52,9
2301,9131.38,116,0,7515.6,1615.78,7
2302,4451.33,107,25,3072.97,1378.36,6
2303,4409.41,95,15,3583.45,825.96,6
2304,5730.24,64,0,3404.56,2325.68,0
2305,5784.32,6,0,3354.41,2429.91,0
2306,7465.66,144,20,4958.85,2506.81,6
2307,8379.65,76,15,4940.38,3439.27,8
2308,7225.96,96,15,5412.16,1813.8,8
2309,5725.14,120,25,3283.02,2442.12,6
2310,7415.04,154,25,5862.73,1552.31,6
2311,9375.87,20,0,6755.14,2620.73,4
2312,315.73,119,0,207.28,108.45,9
2313,4396.24,48,0,2365.55,2030.69,0
2314,193.89,23,0,154.42,39.47,5
2315,5128.73,13,0,3097.31,2031.42,0
2316,3822.45,113,10,2817.1,1005.35,2
2317,7113.9,184,0,4279.01,2834.89,1
2318,6087.45,110,0,4645.19,1442.26,2
2319,4487.9,35,0,3419.92,1067.98,0
2320,4239.94,88,15,2522.94,1717.0,6
2321,9084.64,84,0,5257.85,3826.79,1
2322,6452.3,129,5,3608.66,2843.64,1
2323,5041.94,146,15,4090.71,951.23,6
2324,3248.04,18,0,2342.14,905.9,5
2325,180.33,96,0,125.46,54.87,5
2326,4300.4,102,20,2607.51,1692.89,6
2327,4622.5,13,0,3161.83,1460.67,0
2328,5199.55,200,20,2727.68,2471.87,6
2329,7953.95,74,0,4995.46,2958.49,4
2330,4583.93,66,10,2338.08,2245.85,0
2331,584.3,184,0,338.29,246.01,9
2332,615.0,123,0,513.79,101.21,9
2333,7324.18,148,0,4961.64,2362.54,7
2334,8907.96,170,0,5499.55,3408.41,1
2335,3201.28,137,25,1728.22,1473.06,3
2336,1592.37,132,0,856.5,735.87,9
2337,8547.11,152,20,6447.83,2099.28,8
2338,9847.14,125,0,6320.08,3527.06,1
2339,7573.53,75,0,4737.71,2835.82,4
2340,4157.77,199,0,2205.67,1952.1,2
2341,7412.28,177,5,5568.27,1844.01,7
2342,5612.92,129,5,4664.71,948.21,2
2343,2425.04,172,0,2044.1,380.94,9
2344,2191.85,52,0,1646.54,545.31,5
2345,8110.35,14,25,4783.54,3326.81,8
2346,6023.47,129,0,3535.69,2487.78,2
2347,3365.79,106,25,1876.45,1489.34,3
2348,7208.36,135,0,5477.3,1731.06,7
2349,4285.03,61,0,3147.56,1137.47,0
2350,4868.73,98,0,4076.43,792.3,0
2351,2720.1,134,0,1832.06,888.04,9
2352,5740.89,144,0,3295.2,2445.69,2
2353,2292.03,56,0,1293.72,998.31,5
2354,1746.18,170,0,1286.0,460.18,9
2355,2323.53,83,0,1589.37,734.16,5
2356,7910.51,45,5,5667.99,2242.52,4
2357,7124.11,148,10,5872.61,1251.5,7
2358,5909.97,33,0,3938.35,1971.62,0
2359,4993.03,170,0,3198.65,1794.38,2
2360,530.38,184,0,280.36,250.02,9
2361,8507.85,102,25,6884.86,1622.99,8
2362,3407.34,53,25,2111.33,1296.01,3
2363,3196.26,106,5,2323.95,872.31,9
2364,7088.84,27,0,3802.01,3286.83,4
2365,6048.41,175,0,4714.69,1333.72,2
2366,968.41,52,5,693.85,274.56,5
2367,6125.84,134,5,4707.82,1418.02,2
2368,9429.05,3,0,7899.25,1529.8,4
2369,8365.3,145,15,6763.3,1602.0,7
2370,7209.26,29,15,5927.37,1281.89,8
2371,3656.12,40,0,1927.63,1728.49,0
2372,5825.9,22,5,4617.76,1208.14,0
2373,2260.76,140,0,1569.55,691.21,9
2374,3463.04,102,0,2583.93,879.11,2
2375,9327.9,72,10,7836.79,1491.11,7
2376,8538.18,105,0,5412.46,3125.72,1
2377,869.05,82,20,646.51,222.54,3
2378,4442.13,197,25,2889.01,1553.12,6
2379,7378.02,82,0,5910.81,1467.21,7
2380,3710.73,135,10,2468.11,1242.62,2
2381,1265.65,91,15,671.85,593.8,3
2382,6853.39,64,15,4259.33,2594.06,8
2383,9796.03,41,25,8048.67,1747.36,8
2384,3302.91,167,0,2537.16,765.75,2
2385,9322.41,183,0,6225.88,3096.53,1
2386,2151.4,192,0,1814.38,337.02,9
2387,2621.13,133,0,2169.0,452.13,9
2388,575.12,35,25,301.45,273.67,3
2389,503.12,80,25,312.83,190.29,3
2390,752.72,77,0,387.04,365.68,5
2391,9239.05,104,15,7369.23,1869.82,8
2392,9927.13,40,20,7679.03,2248.1,8
2393,8189.13,88,5,5945.86,2243.27,7
2394,6062.69,74,0,3560.66,2502.03,0
2395,4015.38,186,20,2022.74,1992.64,6
2396,949.02,14,0,518.5,430.52,5
2397,8017.23,161,0,6554.46,1462.77,7
2398,1756.72,146,0,1246.11,510.61,9
2399,5909.83,130,25,4167.99,1741.84,6
2400,6700.4,76,0,5429.51,1270.89,0
2401,4362.11,179,0,3320.65,1041.46,2
2402,3463.89,70,15,2712.41,751.48,3
2403,4436.81,117,0,2416.65,2020.16,2
2404,1068.06,137,10,557.95,510.11,9
2405,2526.09,176,15,2144.44,381.65,3
2406,3086.3,184,20,1786.87,1299.43,6
2407,4608.25,172,15,2966.05,1642.2,6
2408,5347.53,102,20,2698.82,2648.71,6
2409,1177.93,49,25,800.3,377.63,3
2410,1613.71,185,15,1181.24,432.47,9
2411,2745.1,51,0,2051.53,693.57,5
2412,2241.41,30,0,1567.21,674.2,5
2413,5131.36,120,0,3735.12,1396.24,2
2414,952.86,108,20,582.98,369.88,3
2415,2135.24,196,0,1616.31,518.93,9
2416,1138.01,35,0,766.59,371.42,5
2417,4761.27,43,15,4044.7,716.57,0
2418,6591.12,111,0,4923.56,1667.56,7
2419,8225.12,21,0,5276.79,2948.33,4
2420,7442.14,82,0,3916.94,3525.2,1
2421,8240.49,169,0,5895.55,2344.94,7
2422,7608.46,101,10,5043.36,2565.1,8
2423,1014.02,23,0,673.31,340.71,5
2424,6520.52,54,25,4735.34,1785.18,8
2425,4340.92,100,0,2646.52,1694.4,0
